file,actual,predicted,correct,confidence,feature_extraction_ms,inference_ms,total_processing_ms
data\mafaulda\normal\29.4912.csv,normal,normal,True,78.78564634105696,181.68529999820748,55.88510000234237,237.57040000054985
data\mafaulda\normal\30.72.csv,normal,normal,True,99.4662018966125,169.57120000006398,55.89960000361316,225.47080000367714
data\mafaulda\normal\31.744.csv,normal,normal,True,99.87453522994586,173.93820000143023,60.25400000362424,234.19220000505447
data\mafaulda\normal\32.9728.csv,normal,normal,True,99.87453522994586,175.77929999970365,57.73760000010952,233.51689999981318
data\mafaulda\normal\33.5872.csv,normal,normal,True,99.87453522994585,180.71070000587497,57.84200000198325,238.55270000785822
data\mafaulda\normal\34.2016.csv,normal,normal,True,94.87453522994585,165.27579999819864,58.82500000006985,224.10079999826849
data\mafaulda\normal\35.4304.csv,normal,normal,True,91.87453522994586,171.6999999989639,56.639099995663855,228.33909999462776
data\mafaulda\normal\36.4544.csv,normal,normal,True,99.86290732296911,171.6604000030202,55.7353999975021,227.39580000052229
data\mafaulda\normal\37.6832.csv,normal,normal,True,99.54120189661253,171.93099999713013,55.864599999040365,227.7955999961705
data\mafaulda\normal\38.2976.csv,normal,normal,True,99.37337852715758,187.51869999687187,58.56250000215368,246.08119999902556
data\mafaulda\normal\39.3216.csv,normal,normal,True,99.76762601625404,178.78889999701641,57.48689999745693,236.27579999447335
data\mafaulda\normal\40.3456.csv,normal,normal,True,99.78972512741927,182.12710000079824,56.43429999327054,238.56139999406878
data\mafaulda\normal\41.7792.csv,normal,normal,True,99.83348277735806,170.85960000258638,56.02080000244314,226.88040000502951
data\mafaulda\normal\42.3936.csv,normal,normal,True,98.73117075031801,171.17249999864725,56.839500000933185,228.01199999958044
data\mafaulda\normal\43.6224.csv,normal,normal,True,69.70774553483423,178.66700000013225,57.82840000028955,236.4954000004218
data\mafaulda\normal\44.6464.csv,normal,normal,True,99.6764409973124,182.01779999799328,57.95219999708934,239.96999999508262
data\mafaulda\normal\45.4656.csv,normal,normal,True,99.17094649181789,176.00949999905424,57.86690000240924,233.87640000146348
data\mafaulda\normal\46.2848.csv,normal,normal,True,42.41940657578188,176.5845999980229,56.38129999715602,232.96589999517892
data\mafaulda\normal\47.7184.csv,normal,normal,True,32.98837209302326,172.96820000046864,58.23399999644607,231.20219999691471
data\mafaulda\normal\48.9472.csv,normal,normal,True,94.69816101707501,174.65260000608396,57.75749999884283,232.4101000049268
data\mafaulda\normal\49.5616.csv,normal,normal,True,98.51562853564019,176.65510000369977,56.285000006027985,232.94010000972776
data\mafaulda\normal\51.8144.csv,normal,normal,True,74.50915016552545,171.9742999994196,57.20860000292305,229.18290000234265
data\mafaulda\normal\52.4288.csv,normal,normal,True,99.58923674561204,186.83350000355858,56.82669999805512,243.6602000016137
data\mafaulda\normal\53.8624.csv,normal,normal,True,98.89722445682555,173.64919999818085,57.669499998155516,231.31869999633636
data\mafaulda\normal\54.6816.csv,normal,normal,True,99.08559431524547,169.42980000021635,58.87110000185203,228.30090000206837
data\mafaulda\normal\55.7056.csv,normal,normal,True,93.15596571556682,175.23849999997765,57.30310000217287,232.54160000215052
data\mafaulda\normal\56.7296.csv,normal,normal,True,98.49280782082998,201.0463999977219,57.86850000004051,258.9148999977624
data\mafaulda\normal\57.9584.csv,normal,normal,True,99.15596571556682,174.67559999931837,57.30520000361139,231.98080000292975
data\mafaulda\normal\58.7776.csv,normal,normal,True,99.16759362254356,194.56670000363374,57.091599999694154,251.6583000033279
data\mafaulda\normal\59.5968.csv,normal,normal,True,99.16759362254356,187.44900000456255,56.762100000923965,244.21110000548651
data\mafaulda\normal\60.416.csv,normal,normal,True,66.26481584476579,173.81230000319192,58.10599999676924,231.91829999996116
data\mafaulda\normal\61.44.csv,normal,horizontal-misalignment,False,39.447106117293295,175.36989999643993,56.92690000432776,232.2968000007677
data\mafaulda\vertical-misalignment\0.51mm\12.4928.csv,vertical-misalignment,underhang,False,37.4303724053724,171.75709999719402,58.075900000403635,229.83299999759765
data\mafaulda\vertical-misalignment\0.51mm\13.1072.csv,vertical-misalignment,vertical-misalignment,True,76.61823242117362,176.3719000009587,58.07700000150362,234.44890000246232
data\mafaulda\vertical-misalignment\0.51mm\14.9504.csv,vertical-misalignment,vertical-misalignment,True,83.00912527308029,172.502399997029,57.437699993897695,229.94009999092668
data\mafaulda\vertical-misalignment\0.51mm\16.1792.csv,vertical-misalignment,vertical-misalignment,True,43.89580097238745,188.81350000447128,58.944500000507105,247.75800000497838
data\mafaulda\vertical-misalignment\0.51mm\16.9984.csv,vertical-misalignment,vertical-misalignment,True,72.93323381788954,175.99560000235215,57.73619999672519,233.73179999907734
data\mafaulda\vertical-misalignment\0.51mm\18.0224.csv,vertical-misalignment,vertical-misalignment,True,83.84266632045507,174.93630000535632,59.83120000018971,234.76750000554603
data\mafaulda\vertical-misalignment\0.51mm\18.8416.csv,vertical-misalignment,vertical-misalignment,True,81.41731354329116,174.97559999901569,58.66280000191182,233.6384000009275
data\mafaulda\vertical-misalignment\0.51mm\19.456.csv,vertical-misalignment,vertical-misalignment,True,93.86457857886795,191.54619999608258,58.288600004743785,249.83480000082636
data\mafaulda\vertical-misalignment\0.51mm\20.48.csv,vertical-misalignment,vertical-misalignment,True,78.09036327288469,172.32260000309907,58.49850000231527,230.82110000541434
data\mafaulda\vertical-misalignment\0.51mm\21.504.csv,vertical-misalignment,vertical-misalignment,True,80.56412809112167,171.33849999663653,56.449300005624536,227.78780000226106
data\mafaulda\vertical-misalignment\0.51mm\22.528.csv,vertical-misalignment,vertical-misalignment,True,86.91235305395165,172.4841999966884,57.14520000037737,229.62939999706578
data\mafaulda\vertical-misalignment\0.51mm\23.1424.csv,vertical-misalignment,vertical-misalignment,True,77.50473890830523,194.52240000100574,57.5336999972933,252.05609999829903
data\mafaulda\vertical-misalignment\0.51mm\24.1664.csv,vertical-misalignment,vertical-misalignment,True,89.44613122255892,179.95610000070883,57.618000006186776,237.5741000068956
data\mafaulda\vertical-misalignment\0.51mm\24.9856.csv,vertical-misalignment,vertical-misalignment,True,78.61374273037639,175.02429999876767,57.89579999691341,232.92009999568108
data\mafaulda\vertical-misalignment\0.51mm\26.624.csv,vertical-misalignment,vertical-misalignment,True,95.74180422896414,178.94979999982752,60.98029999702703,239.93009999685455
data\mafaulda\vertical-misalignment\0.51mm\27.2384.csv,vertical-misalignment,vertical-misalignment,True,88.68201744364295,189.8832000006223,56.98869999469025,246.87189999531256
data\mafaulda\vertical-misalignment\0.51mm\28.4672.csv,vertical-misalignment,vertical-misalignment,True,92.51775657314579,171.12070000439417,57.61729999358067,228.73799999797484
data\mafaulda\vertical-misalignment\0.51mm\29.2864.csv,vertical-misalignment,vertical-misalignment,True,93.56718159464883,172.4305000025197,58.33089999941876,230.76140000193845
data\mafaulda\vertical-misalignment\0.51mm\30.5152.csv,vertical-misalignment,vertical-misalignment,True,88.93263321343062,175.52080000314163,58.8006999969366,234.32150000007823
data\mafaulda\vertical-misalignment\0.51mm\31.5392.csv,vertical-misalignment,vertical-misalignment,True,85.50108184519914,188.80129999888595,57.29210000572493,246.09340000461088
data\mafaulda\vertical-misalignment\0.51mm\32.3584.csv,vertical-misalignment,vertical-misalignment,True,90.34646314803369,193.7266000022646,56.946199998492375,250.67280000075698
data\mafaulda\vertical-misalignment\0.51mm\33.3824.csv,vertical-misalignment,vertical-misalignment,True,95.3748531784356,173.99250000016764,59.12179999722866,233.1142999973963
data\mafaulda\vertical-misalignment\0.51mm\34.2016.csv,vertical-misalignment,vertical-misalignment,True,91.89492502310284,174.04140000144253,56.367600001976825,230.40900000341935
data\mafaulda\vertical-misalignment\0.51mm\35.2256.csv,vertical-misalignment,vertical-misalignment,True,95.77216042044434,178.2069999972009,59.90339999698335,238.11039999418426
data\mafaulda\vertical-misalignment\0.51mm\36.0448.csv,vertical-misalignment,vertical-misalignment,True,96.36831724065173,183.00270000327146,58.47629999334458,241.47899999661604
data\mafaulda\vertical-misalignment\0.51mm\37.6832.csv,vertical-misalignment,vertical-misalignment,True,94.87630512029709,178.07840000023134,57.52050000592135,235.5989000061527
data\mafaulda\vertical-misalignment\0.51mm\38.0928.csv,vertical-misalignment,vertical-misalignment,True,91.88206535934667,170.5895999984932,56.219800004328135,226.80940000282135
data\mafaulda\vertical-misalignment\0.51mm\38.7072.csv,vertical-misalignment,vertical-misalignment,True,98.31976018100414,184.4381999981124,58.2462000020314,242.6844000001438
data\mafaulda\vertical-misalignment\0.51mm\40.3456.csv,vertical-misalignment,vertical-misalignment,True,81.27458354169022,174.59209999651648,56.312599997909274,230.90469999442575
data\mafaulda\vertical-misalignment\0.51mm\41.1648.csv,vertical-misalignment,vertical-misalignment,True,97.74596277664163,171.33230000035837,58.83680000260938,230.16910000296775
data\mafaulda\vertical-misalignment\0.51mm\42.8032.csv,vertical-misalignment,vertical-misalignment,True,74.88745974293107,178.430699997989,58.18400000134716,236.61469999933615
data\mafaulda\vertical-misalignment\0.51mm\43.4176.csv,vertical-misalignment,vertical-misalignment,True,74.07028567561275,180.33809999906225,58.14229999668896,238.4803999957512
data\mafaulda\vertical-misalignment\0.51mm\43.8272.csv,vertical-misalignment,vertical-misalignment,True,90.85200546701009,177.61400000017602,58.13219999981811,235.74619999999413
data\mafaulda\vertical-misalignment\0.51mm\45.2608.csv,vertical-misalignment,vertical-misalignment,True,97.0152542664892,173.6092000064673,57.415299997956026,231.02450000442332
data\mafaulda\vertical-misalignment\0.51mm\45.8752.csv,vertical-misalignment,vertical-misalignment,True,94.17044201974745,173.55700000189245,58.17699999897741,231.73400000086986
data\mafaulda\vertical-misalignment\0.51mm\47.3088.csv,vertical-misalignment,vertical-misalignment,True,90.72555878532891,174.8144000011962,57.18930000148248,232.00370000267867
data\mafaulda\vertical-misalignment\0.51mm\48.128.csv,vertical-misalignment,vertical-misalignment,True,89.46785185303722,174.1299000059371,56.42939999961527,230.55930000555236
data\mafaulda\vertical-misalignment\0.51mm\48.9472.csv,vertical-misalignment,vertical-misalignment,True,94.45909341339731,175.21969999506837,56.689600001845974,231.90929999691434
data\mafaulda\vertical-misalignment\0.51mm\49.9712.csv,vertical-misalignment,vertical-misalignment,True,82.86902797947351,175.58789999748114,58.22249999619089,233.81039999367204
data\mafaulda\vertical-misalignment\0.51mm\51.2.csv,vertical-misalignment,vertical-misalignment,True,90.60991266340162,174.16389999561943,57.61489999713376,231.7787999927532
data\mafaulda\vertical-misalignment\0.51mm\52.8384.csv,vertical-misalignment,vertical-misalignment,True,90.42480699522224,169.53379999904428,59.98359999648528,229.51739999552956
data\mafaulda\vertical-misalignment\0.51mm\53.6576.csv,vertical-misalignment,vertical-misalignment,True,94.26892438829191,171.94279999966966,59.244700001727324,231.18750000139698
data\mafaulda\vertical-misalignment\0.51mm\54.4768.csv,vertical-misalignment,vertical-misalignment,True,86.2299572369719,170.28900000150315,57.41390000184765,227.7029000033508
data\mafaulda\vertical-misalignment\0.51mm\55.5008.csv,vertical-misalignment,vertical-misalignment,True,62.868144217762236,184.94409999402706,56.19190000288654,241.1359999969136
data\mafaulda\vertical-misalignment\0.51mm\56.7296.csv,vertical-misalignment,vertical-misalignment,True,55.8336425961195,174.7830000022077,57.408000000577886,232.1910000027856
data\mafaulda\vertical-misalignment\0.51mm\57.1392.csv,vertical-misalignment,vertical-misalignment,True,92.9889752599894,171.64110000157962,56.78569999872707,228.42680000030668
data\mafaulda\vertical-misalignment\0.51mm\58.368.csv,vertical-misalignment,vertical-misalignment,True,93.76610200619322,166.99359999620356,57.07950000214623,224.0730999983498
data\mafaulda\vertical-misalignment\0.51mm\59.5968.csv,vertical-misalignment,vertical-misalignment,True,83.54493895628585,176.52500000258442,56.06960000295658,232.594600005541
data\mafaulda\vertical-misalignment\0.51mm\60.416.csv,vertical-misalignment,vertical-misalignment,True,83.90252179490318,172.2310999975889,55.97169999964535,228.20279999723425
data\mafaulda\vertical-misalignment\0.51mm\61.2352.csv,vertical-misalignment,vertical-misalignment,True,95.95085801699344,174.56600000150502,55.57869999756804,230.14469999907305
data\mafaulda\vertical-misalignment\0.51mm\61.6448.csv,vertical-misalignment,vertical-misalignment,True,93.23287959901499,175.14089999895077,56.70739999914076,231.84829999809153
data\mafaulda\vertical-misalignment\0.63mm\12.4928.csv,vertical-misalignment,vertical-misalignment,True,61.374177964409995,178.56469999969704,57.66589999984717,236.2305999995442
data\mafaulda\vertical-misalignment\0.63mm\13.312.csv,vertical-misalignment,vertical-misalignment,True,73.19427767407686,174.49040000064997,57.31280000327388,231.80320000392385
data\mafaulda\vertical-misalignment\0.63mm\14.1312.csv,vertical-misalignment,vertical-misalignment,True,78.10595098208839,171.4771999977529,58.591000000888016,230.06819999864092
data\mafaulda\vertical-misalignment\0.63mm\15.36.csv,vertical-misalignment,vertical-misalignment,True,55.086287372103484,192.8152999971644,57.39660000108415,250.21189999824855
data\mafaulda\vertical-misalignment\0.63mm\16.7936.csv,vertical-misalignment,vertical-misalignment,True,54.4773314947898,177.3213999986183,56.69760000455426,234.01900000317255
data\mafaulda\vertical-misalignment\0.63mm\18.0224.csv,vertical-misalignment,vertical-misalignment,True,57.977131034167314,181.2382999996771,56.63210000057006,237.87040000024717
data\mafaulda\vertical-misalignment\0.63mm\18.8416.csv,vertical-misalignment,vertical-misalignment,True,46.32050173489055,170.94319999887375,57.04810000315774,227.9913000020315
data\mafaulda\vertical-misalignment\0.63mm\20.0704.csv,vertical-misalignment,vertical-misalignment,True,79.68038164042699,176.73699999431847,56.26079999638023,232.9977999906987
data\mafaulda\vertical-misalignment\0.63mm\20.48.csv,vertical-misalignment,vertical-misalignment,True,76.51987622067024,170.70740000053775,57.85339999420103,228.56079999473877
data\mafaulda\vertical-misalignment\0.63mm\21.9136.csv,vertical-misalignment,vertical-misalignment,True,84.52681645644768,176.1142999966978,55.98360000294633,232.09789999964414
data\mafaulda\vertical-misalignment\0.63mm\22.528.csv,vertical-misalignment,vertical-misalignment,True,92.84630734344624,174.0302000034717,57.33499999769265,231.36520000116434
data\mafaulda\vertical-misalignment\0.63mm\23.3472.csv,vertical-misalignment,vertical-misalignment,True,90.37231726307901,172.52279999956954,48.40230000263546,220.925100002205
data\mafaulda\vertical-misalignment\0.63mm\24.576.csv,vertical-misalignment,vertical-misalignment,True,80.45748923902734,174.21119999926304,56.05240000295453,230.26360000221757
data\mafaulda\vertical-misalignment\0.63mm\25.6.csv,vertical-misalignment,vertical-misalignment,True,85.61239500878084,173.20920000202022,56.50620000233175,229.71540000435198
data\mafaulda\vertical-misalignment\0.63mm\26.8288.csv,vertical-misalignment,vertical-misalignment,True,93.00096817509991,197.7617000011378,58.58109999826411,256.3427999994019
data\mafaulda\vertical-misalignment\0.63mm\27.8528.csv,vertical-misalignment,vertical-misalignment,True,89.55317284653917,188.96280000626575,56.75190000329167,245.71470000955742
data\mafaulda\vertical-misalignment\0.63mm\28.672.csv,vertical-misalignment,vertical-misalignment,True,93.15553245446979,191.41709999530576,55.3998999967007,246.81699999200646
data\mafaulda\vertical-misalignment\0.63mm\29.0816.csv,vertical-misalignment,vertical-misalignment,True,92.29588846207365,174.3678999991971,57.27430000115419,231.6422000003513
data\mafaulda\vertical-misalignment\0.63mm\30.5152.csv,vertical-misalignment,vertical-misalignment,True,85.4619041320433,172.3959999944782,56.75699999846984,229.15299999294803
data\mafaulda\vertical-misalignment\0.63mm\31.1296.csv,vertical-misalignment,vertical-misalignment,True,86.35346867457032,175.78019999928074,58.04809999972349,233.82829999900423
data\mafaulda\vertical-misalignment\0.63mm\32.768.csv,vertical-misalignment,vertical-misalignment,True,80.41911373722209,171.95579999679467,56.35500000062166,228.31079999741632
data\mafaulda\vertical-misalignment\0.63mm\33.5872.csv,vertical-misalignment,vertical-misalignment,True,85.58466614793207,176.67549999896437,59.56229999719653,236.2377999961609
data\mafaulda\vertical-misalignment\0.63mm\34.2016.csv,vertical-misalignment,vertical-misalignment,True,70.81450510702331,175.33969999931287,56.842199999664444,232.18189999897731
data\mafaulda\vertical-misalignment\0.63mm\35.0208.csv,vertical-misalignment,vertical-misalignment,True,53.6446639305005,167.96550000435673,57.7527999994345,225.71830000379123
data\mafaulda\vertical-misalignment\0.63mm\36.6592.csv,vertical-misalignment,vertical-misalignment,True,82.49041247170182,174.90460000408348,58.10080000082962,233.0054000049131
data\mafaulda\vertical-misalignment\0.63mm\37.2736.csv,vertical-misalignment,vertical-misalignment,True,92.10398238464121,174.40999999962514,58.73299999802839,233.14299999765353
data\mafaulda\vertical-misalignment\0.63mm\38.7072.csv,vertical-misalignment,vertical-misalignment,True,93.89933063049033,177.76810000214027,56.91819999628933,234.6862999984296
data\mafaulda\vertical-misalignment\0.63mm\39.7312.csv,vertical-misalignment,vertical-misalignment,True,84.85431850835118,177.4617999981274,58.293300004152115,235.7551000022795
data\mafaulda\vertical-misalignment\0.63mm\40.3456.csv,vertical-misalignment,vertical-misalignment,True,92.75699868120194,176.1047999971197,56.6502000001492,232.7549999972689
data\mafaulda\vertical-misalignment\0.63mm\41.3696.csv,vertical-misalignment,vertical-misalignment,True,96.9000304013456,173.19190000125673,48.3680999968783,221.55999999813503
data\mafaulda\vertical-misalignment\0.63mm\42.3936.csv,vertical-misalignment,vertical-misalignment,True,88.18009824060753,178.51250000239816,96.96640000038315,275.4789000027813
data\mafaulda\vertical-misalignment\0.63mm\43.008.csv,vertical-misalignment,vertical-misalignment,True,90.53600526659415,172.43949999829056,57.16530000063358,229.60479999892414
data\mafaulda\vertical-misalignment\0.63mm\44.4416.csv,vertical-misalignment,vertical-misalignment,True,72.43608401109788,179.56839999533258,47.57860000245273,227.14699999778531
data\mafaulda\vertical-misalignment\0.63mm\45.2608.csv,vertical-misalignment,vertical-misalignment,True,85.04938405851914,175.54519999976037,56.86679999780608,232.41199999756645
data\mafaulda\vertical-misalignment\0.63mm\46.4896.csv,vertical-misalignment,vertical-misalignment,True,91.45073927018292,191.49160000233678,57.78979999740841,249.2813999997452
data\mafaulda\vertical-misalignment\0.63mm\47.3088.csv,vertical-misalignment,vertical-misalignment,True,89.57784234905351,177.9672999982722,57.468799997877795,235.43609999615
data\mafaulda\vertical-misalignment\0.63mm\47.9232.csv,vertical-misalignment,vertical-misalignment,True,86.55848062162954,175.01420000189682,58.683100003690924,233.69730000558775
data\mafaulda\vertical-misalignment\0.63mm\49.5616.csv,vertical-misalignment,vertical-misalignment,True,92.09581785742337,174.5130000053905,50.13129999861121,224.6443000040017
data\mafaulda\vertical-misalignment\0.63mm\49.9712.csv,vertical-misalignment,vertical-misalignment,True,91.96890391834526,175.5062000011094,56.22949999815319,231.73569999926258
data\mafaulda\vertical-misalignment\0.63mm\51.2.csv,vertical-misalignment,vertical-misalignment,True,89.4173803866436,178.9504999978817,58.01259999861941,236.96309999650111
data\mafaulda\vertical-misalignment\0.63mm\52.224.csv,vertical-misalignment,vertical-misalignment,True,91.21823484589989,175.1963999995496,57.09630000637844,232.29270000592805
data\mafaulda\vertical-misalignment\0.63mm\53.248.csv,vertical-misalignment,vertical-misalignment,True,88.31849785100204,172.64289999729954,57.88160000520293,230.52450000250246
data\mafaulda\vertical-misalignment\0.63mm\54.0672.csv,vertical-misalignment,vertical-misalignment,True,91.20349322355167,190.54999999934807,58.97799999365816,249.52799999300623
data\mafaulda\vertical-misalignment\0.63mm\55.296.csv,vertical-misalignment,vertical-misalignment,True,94.54327917118032,172.80630000459496,57.632800002465956,230.43910000706092
data\mafaulda\vertical-misalignment\0.63mm\56.5248.csv,vertical-misalignment,vertical-misalignment,True,85.66499053686795,171.87389999890001,57.65819999942323,229.53209999832325
data\mafaulda\vertical-misalignment\0.63mm\57.5488.csv,vertical-misalignment,vertical-misalignment,True,86.51134631857434,189.91900000401074,56.23330000526039,246.15230000927113
data\mafaulda\vertical-misalignment\0.63mm\58.5728.csv,vertical-misalignment,vertical-misalignment,True,90.17553965470404,190.5142999967211,56.01679999381304,246.53109999053413
data\mafaulda\vertical-misalignment\0.63mm\60.0064.csv,vertical-misalignment,vertical-misalignment,True,38.03623019518496,172.4679000035394,59.36669999937294,231.83460000291234
data\mafaulda\vertical-misalignment\0.63mm\60.8256.csv,vertical-misalignment,vertical-misalignment,True,63.624752259154405,170.08840000198688,56.672500002605375,226.76090000459226
data\mafaulda\vertical-misalignment\0.63mm\61.8496.csv,vertical-misalignment,underhang,False,50.64495313029999,175.0014999997802,46.956300000601914,221.95780000038212
data\mafaulda\vertical-misalignment\1.27mm\12.0832.csv,vertical-misalignment,vertical-misalignment,True,88.74390813226911,173.06149999785703,56.31919999723323,229.38069999509025
data\mafaulda\vertical-misalignment\1.27mm\13.7216.csv,vertical-misalignment,vertical-misalignment,True,90.85313989403724,174.35200000181794,57.37729999964358,231.72930000146152
data\mafaulda\vertical-misalignment\1.27mm\14.9504.csv,vertical-misalignment,vertical-misalignment,True,86.96519159836899,175.54840000229888,56.745399997453205,232.29379999975208
data\mafaulda\vertical-misalignment\1.27mm\15.36.csv,vertical-misalignment,vertical-misalignment,True,89.37088574586384,185.41299999924377,57.65180000162218,243.06480000086594
data\mafaulda\vertical-misalignment\1.27mm\17.2032.csv,vertical-misalignment,vertical-misalignment,True,94.93397190113122,182.5442999979714,56.64809999871068,239.19239999668207
data\mafaulda\vertical-misalignment\1.27mm\17.408.csv,vertical-misalignment,vertical-misalignment,True,94.63873055771045,180.9378000034485,56.63710000226274,237.57490000571124
data\mafaulda\vertical-misalignment\1.27mm\18.6368.csv,vertical-misalignment,vertical-misalignment,True,84.76941283171382,171.30769999494078,56.133199999749195,227.44089999468997
data\mafaulda\vertical-misalignment\1.27mm\19.6608.csv,vertical-misalignment,vertical-misalignment,True,96.071881194875,174.41400000097929,58.16110000159824,232.57510000257753
data\mafaulda\vertical-misalignment\1.27mm\20.2752.csv,vertical-misalignment,vertical-misalignment,True,93.86303923320689,174.26569999952335,56.33700000180397,230.60270000132732
data\mafaulda\vertical-misalignment\1.27mm\21.2992.csv,vertical-misalignment,vertical-misalignment,True,89.48160899359328,173.34769999433775,58.10189999465365,231.4495999889914
data\mafaulda\vertical-misalignment\1.27mm\22.7328.csv,vertical-misalignment,vertical-misalignment,True,87.1816973370082,180.14270000276156,56.62999999913154,236.7727000018931
data\mafaulda\vertical-misalignment\1.27mm\23.3472.csv,vertical-misalignment,vertical-misalignment,True,95.60229430382128,183.78110000048764,57.125499995891005,240.90659999637865
data\mafaulda\vertical-misalignment\1.27mm\24.7808.csv,vertical-misalignment,vertical-misalignment,True,95.40848214563145,172.0590999975684,57.99770000157878,230.0567999991472
data\mafaulda\vertical-misalignment\1.27mm\26.0096.csv,vertical-misalignment,vertical-misalignment,True,93.1278983157048,194.52840000303695,56.47999999928288,251.00840000231983
data\mafaulda\vertical-misalignment\1.27mm\26.2144.csv,vertical-misalignment,vertical-misalignment,True,94.79399087655368,175.08490000182064,59.19699999503791,234.28189999685856
data\mafaulda\vertical-misalignment\1.27mm\27.0336.csv,vertical-misalignment,vertical-misalignment,True,95.4371727714236,191.23820000095293,58.54949999775272,249.78769999870565
data\mafaulda\vertical-misalignment\1.27mm\28.672.csv,vertical-misalignment,vertical-misalignment,True,94.5883299168853,187.56199999916134,58.7770999991335,246.33909999829484
data\mafaulda\vertical-misalignment\1.27mm\29.2864.csv,vertical-misalignment,vertical-misalignment,True,94.32511750273788,190.10440000420203,59.17549999867333,249.27990000287537
data\mafaulda\vertical-misalignment\1.27mm\30.5152.csv,vertical-misalignment,vertical-misalignment,True,92.12198702018944,172.20549999910872,56.59459999878891,228.80009999789763
data\mafaulda\vertical-misalignment\1.27mm\31.1296.csv,vertical-misalignment,vertical-misalignment,True,97.19502748678018,173.70529999607243,57.68230000103358,231.387599997106
data\mafaulda\vertical-misalignment\1.27mm\32.9728.csv,vertical-misalignment,vertical-misalignment,True,97.67630512029707,181.57670000073267,58.00940000335686,239.58610000408953
data\mafaulda\vertical-misalignment\1.27mm\33.9968.csv,vertical-misalignment,vertical-misalignment,True,96.53315904391263,178.22460000024876,57.553200000256766,235.77780000050552
data\mafaulda\vertical-misalignment\1.27mm\34.4064.csv,vertical-misalignment,vertical-misalignment,True,94.155178593355,168.64679999707732,57.055099998251535,225.70189999532886
data\mafaulda\vertical-misalignment\1.27mm\35.4304.csv,vertical-misalignment,vertical-misalignment,True,97.38346143340581,173.68420000275364,56.68879999575438,230.37299999850802
data\mafaulda\vertical-misalignment\1.27mm\36.0448.csv,vertical-misalignment,vertical-misalignment,True,96.37649530270409,169.50590000487864,56.57960000098683,226.08550000586547
data\mafaulda\vertical-misalignment\1.27mm\37.2736.csv,vertical-misalignment,vertical-misalignment,True,98.63578708144416,169.68030000134604,57.83910000172909,227.51940000307513
data\mafaulda\vertical-misalignment\1.27mm\38.2976.csv,vertical-misalignment,vertical-misalignment,True,94.9677219355127,170.76880000240635,57.87580000469461,228.64460000710096
data\mafaulda\vertical-misalignment\1.27mm\39.3216.csv,vertical-misalignment,vertical-misalignment,True,97.868501836149,174.47339999489486,57.48989999847254,231.9632999933674
data\mafaulda\vertical-misalignment\1.27mm\40.7552.csv,vertical-misalignment,vertical-misalignment,True,52.446544930039096,170.94340000039665,56.55770000157645,227.5011000019731
data\mafaulda\vertical-misalignment\1.27mm\41.1648.csv,vertical-misalignment,vertical-misalignment,True,97.35877801481759,173.1426999976975,56.70539999846369,229.84809999616118
data\mafaulda\vertical-misalignment\1.27mm\42.3936.csv,vertical-misalignment,vertical-misalignment,True,98.16727865888656,171.88110000279266,57.26139999751467,229.14250000030734
data\mafaulda\vertical-misalignment\1.27mm\43.4176.csv,vertical-misalignment,vertical-misalignment,True,98.52617073549582,174.92399999900954,57.64810000255238,232.57210000156192
