file,label,ch1_rms,ch1_std,ch1_kurtosis,ch1_peak_to_peak,ch1_crest_factor,ch1_dominant_frequency,ch1_dominant_amplitude,ch1_spectral_centroid,ch1_spectral_bandwidth,ch1_spectral_energy,ch2_rms,ch2_std,ch2_kurtosis,ch2_peak_to_peak,ch2_crest_factor,ch2_dominant_frequency,ch2_dominant_amplitude,ch2_spectral_centroid,ch2_spectral_bandwidth,ch2_spectral_energy,ch3_rms,ch3_std,ch3_kurtosis,ch3_peak_to_peak,ch3_crest_factor,ch3_dominant_frequency,ch3_dominant_amplitude,ch3_spectral_centroid,ch3_spectral_bandwidth,ch3_spectral_energy,ch4_rms,ch4_std,ch4_kurtosis,ch4_peak_to_peak,ch4_crest_factor,ch4_dominant_frequency,ch4_dominant_amplitude,ch4_spectral_centroid,ch4_spectral_bandwidth,ch4_spectral_energy,ch5_rms,ch5_std,ch5_kurtosis,ch5_peak_to_peak,ch5_crest_factor,ch5_dominant_frequency,ch5_dominant_amplitude,ch5_spectral_centroid,ch5_spectral_bandwidth,ch5_spectral_energy,ch6_rms,ch6_std,ch6_kurtosis,ch6_peak_to_peak,ch6_crest_factor,ch6_dominant_frequency,ch6_dominant_amplitude,ch6_spectral_centroid,ch6_spectral_bandwidth,ch6_spectral_energy
data\mafaulda\normal\22.3232.csv,normal,1.049365121764942,1.0492296378764734,2.2357381321962024,5.849,3.7861940684086846,0.440604,0.6203332961329532,0.21411873185576782,0.16852454775346895,0.5504414322764196,0.3191681346548923,0.31916798513997585,2.3791604240051276,2.40558,5.129271445776452,0.440604,0.19758786969387018,0.2043163237155671,0.17132915980563904,0.05093410137637251,0.07706350154604696,0.0770625086970051,2.975997744474615,0.67203,4.414541160646194,0.00043599999999999997,0.022846254810579104,0.1142791751814854,0.11923874716957666,0.002969315161887343,0.540800118365304,0.530062158932917,2.777200826586228,3.9697000000000005,4.005361548638363,0.00043599999999999997,0.108670009424188,0.06763830433523493,0.12442871040255357,0.1404829462473454,0.028506152654788095,0.02835632871042,2.035459377404064,0.16040500000000002,2.823355389003923,0.00036399999999999996,0.0024465015245811158,0.10068179137645439,0.13068428147932226,0.00040204134478743613,0.2253347974930854,0.2135017506633098,2.8763233110549433,1.7215,4.278566871597929,1.2e-05,0.05498388142919313,0.10164108851619336,0.12672689861576023,0.022791498812945087
data\mafaulda\normal\23.552.csv,normal,0.9777038551520183,0.9775908351940615,2.2606097408348154,5.4249,3.6894607509450688,0.440612,0.44067440810935266,0.21755628046574493,0.16916897215377796,0.47784192129663355,0.3289928481917357,0.32899247772748547,2.499313248592076,2.5214600000000003,5.261816507527667,0.440612,0.15416189416831397,0.20685647586578843,0.1721463232144984,0.05411802520535722,0.07957481939155332,0.07957420177568773,2.9737545362256186,0.7836099999999999,5.07710859517419,0.00045999999999999996,0.02283339724569668,0.11546135294971357,0.11979656991769362,0.0031660267968911773,0.7660953988486361,0.7660897207435489,2.6868633058886755,4.7758,3.2494647578047977,4.4e-05,0.2398478440846188,0.06477255915196481,0.12265107400416163,0.29344673011493705,0.029017180736213455,0.02889297663892295,2.1023017302188154,0.159263,2.929092267086382,9.2e-05,0.0025785720725778156,0.10090562203784711,0.13074876733080742,0.00041740309025052667,0.2921030580097411,0.2919942836185773,2.8123726322915847,2.1733000000000002,3.764082468410602,4.4e-05,0.077614761795616,0.09959610426346237,0.12576060400661992,0.04263033083296717
data\mafaulda\normal\24.576.csv,normal,0.949335055997252,0.9493347990433151,2.2487045305090354,5.9161,4.237597647071284,0.440612,0.4963525121359557,0.21683022706014737,0.16711086383698398,0.45061829921039914,0.3366036878504794,0.33660356317632106,2.5514397084515323,2.59599,5.184732260737295,0.440612,0.1794460234606896,0.20485838220071345,0.17152873983464095,0.056650984413776535,0.08254712452659232,0.08254648406473125,3.0894736254248922,1.00781,6.679820799262196,0.440612,0.01963813543854811,0.11457614228393408,0.11839082107824572,0.0034069610701179804,0.6321844727777649,0.6314839317443823,2.7428270478842607,4.550599999999999,3.8991783344172966,6.4e-05,0.25039671071259656,0.06708146458301355,0.12400833690941654,0.1993859780299526,0.02858070704090587,0.028443892792120357,2.041157165504308,0.15203699999999998,2.7157830496401023,6.4e-05,0.00288684746265201,0.09915218627699804,0.12957395947362915,0.0004045282080992977,0.25052567447222174,0.2501303665575001,2.9747039560038475,1.95425,3.9177222122080555,6.4e-05,0.07869573766128234,0.10056422440238623,0.12469859312997998,0.03128260013824303
data\mafaulda\normal\25.6.csv,normal,0.8992195651923763,0.8992192740269725,2.217084949426519,5.0319,3.6582833903646264,0.4406,0.5264602527696346,0.21272449806659996,0.16534620108104667,0.40429765199690343,0.34373943948100066,0.3437390464093605,2.6418857177978947,2.69186,5.395656670240624,0.4406,0.20103810313,0.20011549352517413,0.17048110137553543,0.059078267645693926,0.08335846545012503,0.08335770842658424,3.093030089122959,0.93531,5.710277856707573,0.4406,0.021672047906911313,0.11421528207495615,0.11572942716732951,0.003474254016215726,0.6739028769106435,0.6737335677739319,2.6334563595548532,4.5009,3.687474983076459,2.4e-05,0.23310258805902273,0.06590512639225787,0.12238009505437535,0.226958460176606,0.0285277615924212,0.028386326777889295,2.0106514271422364,0.147673,2.636239071640153,0.00036399999999999996,0.0024018867429906852,0.09910912353243885,0.1294353061986302,0.0004028924641875936,0.2976856438112393,0.29768459907553246,2.658000240284786,2.2957,3.992802556358425,2.4e-05,0.10404870031294892,0.09867684418731389,0.1227611447808915,0.044308060264520464
data\mafaulda\normal\26.624.csv,normal,0.907548513354678,0.9075188691012585,2.271018517758007,5.2363,3.7757761146629054,0.440588,0.4889576694692088,0.21372023118994618,0.16622965740587783,0.41179525106012793,0.35089895692464196,0.3508987220554245,2.73507938691234,2.7923299999999998,5.345698419583138,0.440588,0.1873814036761768,0.19517738504969856,0.1700082937672573,0.06156495661256093,0.08747806723360871,0.08747696128193864,3.063172600155056,0.8767100000000001,5.254688563785825,0.440588,0.020211853340170345,0.1137604965353751,0.11502038744332625,0.00382610970956698,0.6002621244901863,0.5998897886519753,3.0633264621129808,4.3995,3.8228299037968587,1.9999999999999998e-05,0.19825466808791967,0.06661900725440774,0.12200313534821916,0.1799338793136424,0.02854986422116978,0.028392518281369246,2.0119709536393744,0.15831299999999998,2.9639370277936523,0.00246,0.0022822926567017034,0.10104338109701426,0.13075705581643648,0.0004030681467633178,0.29955922730978557,0.299489676253673,2.9437080552520314,2.3723,4.352394720982677,8e-06,0.09122976061877143,0.09674631167961929,0.12116300678815971,0.04484703309967585
data\mafaulda\normal\27.4432.csv,normal,0.9560333290959868,0.9558839974762825,2.3611163498504637,5.996499999999999,4.176841829728087,0.44057199999999996,0.5033939245845399,0.21240145078042577,0.1667131824821218,0.45685711342885804,0.3332500971612574,0.3332497983142364,3.0893047681880366,2.9364999999999997,5.651311178833814,0.44057199999999996,0.16447796095112077,0.18336339453847758,0.17049723663821661,0.055527715682002536,0.09495251938791188,0.09495199162738868,3.142728627027895,0.90342,4.878964797337237,0.44057199999999996,0.016352716923834273,0.10901984768454054,0.11168792771917012,0.0045079403576694,0.6552465123910576,0.6304220211303845,2.7563801992403056,4.0899,3.576211327079715,8e-06,0.19656454083970287,0.054699487025534316,0.11060218676404787,0.19871596236349767,0.08334466859401565,0.08306683778574897,2.9791944228190155,0.65463,4.479590666689008,3.9999999999999996e-05,0.01935859529734426,0.06999861693711823,0.12016715779857387,0.003450050452662836,0.16418163911863232,0.16050209693307096,3.227224262608741,1.7711700000000001,5.872215703219675,8e-06,0.02944461667220675,0.09482669988971705,0.1137760511276342,0.012880461564441574
data\mafaulda\normal\28.8768.csv,normal,0.9761069636806866,0.9760420668796039,2.358650419667821,6.0994,4.08971572596723,0.440544,0.3779402388954944,0.20948236750903418,0.1625895926260056,0.47632907848579265,0.36957933275857163,0.3695788233275303,2.886289205678718,3.6881,5.329302330749416,0.440544,0.1370830551525089,0.17687477270937765,0.1686921084930522,0.06829425346867322,0.10750834003728023,0.10750806065669972,3.134047499475137,1.07918,5.406836337141363,0.0005639999999999999,0.02407178499322177,0.10926280344097546,0.1121146825365211,0.005778991572760886,0.6387886833457466,0.6387867670025178,2.61199539908995,4.1405,3.5833446323010962,8.4e-05,0.2614749595591541,0.06352875846165244,0.11850015852759747,0.20402426715214406,0.02904623995471175,0.02881009353272978,2.069057894214485,0.156484,2.8351345938367523,8.4e-05,0.0041265970324095465,0.10105454688496164,0.13074029034207993,0.00041501120567233194,0.3522372595792921,0.35219907008383905,2.7592761894187707,2.8415,4.32691306248429,8.4e-05,0.15874146088216792,0.0928810004187444,0.11804143740575884,0.06202209273020658
data\mafaulda\normal\29.4912.csv,normal,0.9670205106627838,0.9670195334954995,2.356527689344271,5.906,3.9435564784369657,0.44052399999999997,0.5686487909826358,0.2025546764575762,0.1618808861385104,0.46756341502628573,0.36652072864598056,0.36651987384579565,2.806512062309837,3.3508,5.2267166622591965,0.44052399999999997,0.20449042369039094,0.16784786384653436,0.1657344816533751,0.06716840954583753,0.11142033778845452,0.11142003399227547,3.121013900065113,1.1034000000000002,5.123032390832015,0.44052399999999997,0.02218376857916859,0.10753747686808825,0.11009653566259124,0.006207212161019692,0.7180435004274749,0.7166941128778589,2.548400010180262,5.393,3.9620162259112934,3.6e-05,0.2567417793145018,0.06057594128167993,0.11579296920470758,0.25682522577106137,0.0286414342590615,0.0284890206111933,2.0394091529084704,0.145748,2.548021830370067,3.6e-05,0.002762817034284311,0.1055408819500424,0.13310606334743103,0.0004058130948287318,0.5899547270338295,0.5829785974585069,2.095439870957335,3.6038,3.0880335663226752,3.6e-05,0.26106190110651784,0.08772988337869453,0.1159473093295195,0.16993202256504125
data\mafaulda\normal\30.72.csv,normal,0.9014247043480402,0.9014075298186554,2.3936037994435497,5.5124,3.9456429166514093,0.4405,0.4529190911812666,0.20575157062677196,0.1639968147531769,0.40626777052687807,0.358313984200234,0.35831380872883534,2.666591120951818,3.2066,5.288657666266704,0.4405,0.1781054844964795,0.17796432807119053,0.16690828074097108,0.0641943930302487,0.1087703469752433,0.10877000225891441,3.0762758099119725,1.39875,7.331134095291442,0.003564,0.021742711293007522,0.11023489297609944,0.11113892865752448,0.0059154567214732955,0.5998454551363275,0.5991120508312268,2.695251617473614,4.3595,3.8631617190248253,5.2e-05,0.2765999688479513,0.0663742508051364,0.11982373310163524,0.17946762473185476,0.028517029931692462,0.0283970143583323,2.0264651212287417,0.14680700000000002,2.643367837261635,5.2e-05,0.0037558981985052527,0.09829896874884703,0.1283372742749082,0.00040319648138936016,0.45263364197359734,0.4489096457110305,2.3638537783680973,2.979,3.5001817203467964,5.2e-05,0.24602044868681525,0.09300047334801245,0.11576765959521897,0.10075993500646979
data\mafaulda\normal\31.744.csv,normal,0.8742888674511866,0.8741518346692296,2.4345882021688783,5.6618,4.232239637642837,0.440492,0.487170037136331,0.19856354336634385,0.16122050162625126,0.3820707246985003,0.366207471419624,0.3662070777659297,2.77357927573291,3.6532999999999998,5.780329907568712,0.440492,0.20421777388810702,0.17268915820564587,0.16440085217837636,0.06705381190337908,0.1176096344693604,0.11760885392121749,3.0598265324373615,1.08811,5.017276026412613,0.003688,0.02581895107732707,0.10860755375071086,0.10870226975087036,0.006915921264594669,0.5655215230152381,0.5654914291322615,2.7812807920526184,3.9204999999999997,3.5229428387184885,0.000136,0.12342840542264354,0.062424656732277276,0.11578494715981029,0.15989027821292892,0.028468749378673545,0.028348999963830838,2.016090422469835,0.144843,2.562423757132269,0.00246,0.002328560019553977,0.09810599771688128,0.1284096566717479,0.00040183371895774315,0.33557288463268803,0.33545221516890134,3.0249127096541746,2.9633,4.508409555215261,8e-06,0.09394746803378906,0.09142897333074206,0.11338911143375191,0.05626409433571518
data\mafaulda\normal\32.9728.csv,normal,0.8897760127944484,0.889722635216935,2.4818602284619113,5.8024,4.311871689504766,0.440488,0.3726582547699804,0.20165369200789782,0.1637361508649365,0.39580319218515825,0.3651090035938086,0.3651086264877066,2.7099638492801263,3.3217999999999996,5.12504479777016,0.440488,0.15416688467488263,0.1744253598545288,0.16634900033242336,0.06665215458737533,0.12626492542443823,0.12626441758295762,2.985766773978501,1.30531,5.4178941393158,0.0038199999999999996,0.038511386738316146,0.11083442674562712,0.11062573539435994,0.007971351661716189,0.47516225638507786,0.4744050693167491,2.9345250370882905,3.5385999999999997,3.751981508775387,0.0038199999999999996,0.11331774705880815,0.06692441030447106,0.11961142220920289,0.11253008492647473,0.028242687487934633,0.028097782760501993,1.9702060127351937,0.15046500000000002,2.678817296138662,0.00246,0.002286693628097381,0.10331324816091081,0.1318689051077659,0.00039474352020465764,0.27595258122548083,0.272794483851082,3.0082192190101034,2.4491,4.945052492154368,1.2e-05,0.07957622497345682,0.09468511516171174,0.1147950722370344,0.03720841524974525
data\mafaulda\normal\33.5872.csv,normal,0.8634003073972103,0.863393766831126,2.5226918634337636,6.0277,4.744960089110505,0.440484,0.38301972853514876,0.20116937457041617,0.16275884687164846,0.3727244025690641,0.36577887372618856,0.36577876497582074,2.6928903005451628,3.3888,5.310585544978851,0.440484,0.16221714393839654,0.17465389518584923,0.16592055530104413,0.06689705341613714,0.1307616227612506,0.1307611492493826,3.012585120763022,1.2895699999999999,5.039628490227941,0.0038919999999999996,0.030778390885513637,0.11040236674820672,0.10995301812498248,0.0085492398920019,0.5068838971343042,0.5068186609091665,2.9231569865844897,4.2529,4.68549112125803,0.000112,0.11093564244496464,0.06620191765011349,0.11881238018805337,0.12843257773555328,0.02850524637883501,0.0283984345597652,1.9892231120825528,0.13886199999999999,2.4373407909868905,0.000272,0.0031071034328697808,0.1004872420905277,0.13033855029161828,0.0004032361202085723,0.2869313797731997,0.2866198366697576,3.0806232515650844,2.4839,4.810209328132517,1.9999999999999998e-05,0.050998869894250724,0.09369572616428253,0.11391061554726234,0.04107546547014736
data\mafaulda\normal\34.2016.csv,normal,0.8371703465996936,0.8371692178202106,2.5313396969035447,5.6212,4.37891764137582,0.44048,0.3136858452197708,0.20092818704520324,0.16175649044850732,0.3504261546097398,0.3677087343683854,0.3677085142491774,2.676196923141789,3.4103,5.281082057535294,0.44048,0.13665166826223785,0.1679181103717894,0.16277815892308406,0.0676047763670294,0.13582618400915367,0.13582587003181087,3.117485404904809,1.22854,4.576584434562697,0.003984,0.029769089612966274,0.11059035577151095,0.10979199688267431,0.009224334271138264,0.5003501982388407,0.5000037273706707,2.93613287021741,3.7903000000000002,3.969219971518961,4e-06,0.07705956476708843,0.06675893150041261,0.11840657446142867,0.12500186373674382,0.028157660700947978,0.02804316566507467,1.9723329227998803,0.139202,2.5671876833450016,0.00246,0.0023611105226771295,0.1005108272109831,0.13015120557732696,0.0003932102120736975,0.35714400287587483,0.35134911826049486,2.847338011097793,2.8879,4.4519857165497605,4e-06,0.14344008408873576,0.09287278187415778,0.11245862893917277,0.06172310148830149
data\mafaulda\normal\35.4304.csv,normal,0.8070069019213316,0.8069214613156639,2.5318089297217,5.4991,4.296121868742526,0.440484,0.34556195043547916,0.19573360111446494,0.16349333397293392,0.32556112249303903,0.37482661394824096,0.3748265642128955,2.8020475157751545,3.6605,4.888927123419665,0.440484,0.1606347678095658,0.16334788994070146,0.16330058706163478,0.07024747707041379,0.14310475821726784,0.14310420977074095,3.151454792972306,1.4225400000000001,5.012132429655564,0.0041199999999999995,0.026251810028224055,0.11000281988567141,0.10988222604745257,0.010239407587353241,0.5263653895638861,0.5260660219477217,3.083702909919302,4.1086,3.9996930674798974,0.000268,0.09502863319779198,0.06456688918219582,0.11691663631079044,0.13837272977859946,0.028450419283832157,0.028310619987296528,2.012168266194162,0.147211,2.590612075190871,0.00246,0.0022765308321598316,0.1037424601148,0.13212576455507816,0.0004007463038710298,0.28219614100594964,0.28207792672676796,3.144049938235973,2.512,4.501124625666328,0.000692,0.057161206722614696,0.09260203995836049,0.11170632720671793,0.03978397837754642
