file,label,ch1_rms,ch1_std,ch1_kurtosis,ch1_peak_to_peak,ch1_crest_factor,ch2_rms,ch2_std,ch2_kurtosis,ch2_peak_to_peak,ch2_crest_factor,ch3_rms,ch3_std,ch3_kurtosis,ch3_peak_to_peak,ch3_crest_factor,ch4_rms,ch4_std,ch4_kurtosis,ch4_peak_to_peak,ch4_crest_factor,ch5_rms,ch5_std,ch5_kurtosis,ch5_peak_to_peak,ch5_crest_factor,ch6_rms,ch6_std,ch6_kurtosis,ch6_peak_to_peak,ch6_crest_factor
data\mafaulda\normal\34.2016.csv,normal,0.8371703465996936,0.8371692178202106,2.5313396969035447,5.6212,4.37891764137582,0.3677087343683854,0.3677085142491774,2.676196923141789,3.4103,5.281082057535294,0.13582618400915367,0.13582587003181087,3.117485404904809,1.22854,4.576584434562697,0.5003501982388407,0.5000037273706707,2.93613287021741,3.7903000000000002,3.969219971518961,0.028157660700947978,0.02804316566507467,1.9723329227998803,0.139202,2.5671876833450016,0.35714400287587483,0.35134911826049486,2.847338011097793,2.8879,4.4519857165497605
data\mafaulda\normal\35.4304.csv,normal,0.8070069019213316,0.8069214613156639,2.5318089297217,5.4991,4.296121868742526,0.37482661394824096,0.3748265642128955,2.8020475157751545,3.6605,4.888927123419665,0.14310475821726784,0.14310420977074095,3.151454792972306,1.4225400000000001,5.012132429655564,0.5263653895638861,0.5260660219477217,3.083702909919302,4.1086,3.9996930674798974,0.028450419283832157,0.028310619987296528,2.012168266194162,0.147211,2.590612075190871,0.28219614100594964,0.28207792672676796,3.144049938235973,2.512,4.501124625666328
data\mafaulda\normal\36.4544.csv,normal,0.8229180172023091,0.8227577763235704,2.5942991732795417,5.5710999999999995,4.141967885420408,0.38711859189513087,0.38711839766779815,2.9013756007931284,3.6906,4.768564564378295,0.1541578807068333,0.15415698321327953,3.2070335501770098,1.85727,6.4539029389401055,0.5766055225676605,0.5762062593911593,3.217040218990058,4.7486999999999995,4.164892470834273,0.0283874182675348,0.02825642880130261,1.9996506710635606,0.145761,2.6656175288746864,0.30150508829807815,0.29982666310880357,2.981285120779449,2.5290999999999997,4.281851450200032
data\mafaulda\normal\37.6832.csv,normal,0.7978277734076886,0.7977996672206299,2.6063514025130274,5.7539,4.628191851188314,0.3886683839483717,0.38866834840482256,2.864102862804052,3.6180000000000003,4.7976631918893835,0.15711547996111927,0.15711489619182767,3.2688782412144453,1.72499,5.800892436858887,0.5845412227277521,0.5842693167366168,3.13610420520168,4.7689,4.468803735283768,0.02848829482413463,0.02835707208392905,1.9972283307672856,0.144984,2.579515558782858,0.33759835289033385,0.33704216779340834,2.949455673669945,2.8514,4.362580524917933
data\mafaulda\normal\38.2976.csv,normal,0.78511854903338,0.7851143260407687,2.6174406224254088,5.4371,4.366856449620768,0.387459688125382,0.3874590735151889,2.859390737353322,3.828,5.017296144803564,0.159550754803811,0.15955061264938525,3.2615902897343965,1.69357,5.675122004567664,0.5864832585411964,0.5863274606190719,3.0027899086969607,4.3706,3.8362561366418513,0.028346095354392243,0.028227457003701995,2.0151982420545185,0.151511,2.6857314483573296,0.3202139110113731,0.3197344044205443,2.996588003489122,3.0149,5.537548302775847
data\mafaulda\normal\39.3216.csv,normal,0.7454371088368417,0.7454158819812513,2.738320040106082,5.6921,4.694292728451333,0.40140447767055787,0.401403534876854,2.944592653263294,4.2303,5.850457904812764,0.17296604846180932,0.17296603227770088,3.2776341361449495,2.01499,6.44635180875717,0.8433929633117525,0.8429977570616527,2.390270315850557,5.3076,3.164479804530948,0.029042609774198407,0.02891274963794392,2.0913391745394714,0.15862199999999999,2.855838382268984,0.4822578113241149,0.4806329889924109,2.6783756496432516,3.5578,3.7685237168749826
data\mafaulda\normal\40.3456.csv,normal,0.7042537550297354,0.7041957124188207,2.8479905634389824,5.2235,4.540550869211808,0.4185412659377726,0.41854100342056405,3.1053128205288227,4.355700000000001,5.366495928258825,0.18882291961772363,0.18882289050189854,3.397827764432335,2.1852,5.817620030673059,0.8015726825929059,0.8012290767556087,2.748456802717757,5.552,3.605287533366656,0.028767791150884493,0.028669852039438972,2.048415542124732,0.14667200000000002,2.6300594070694854,0.5712034620883877,0.5711125984460824,2.5282602601009865,3.8446999999999996,3.6559652352234187
data\mafaulda\normal\41.7792.csv,normal,0.7310496919466214,0.7310061917174294,2.734231333196515,5.5676000000000005,4.428973892233738,0.46372569481237935,0.4637251931139271,3.66407066706776,4.9734,6.459637740293855,0.21787211880943969,0.21787209985419234,3.474184141423359,2.4278000000000004,6.28028958844773,0.6627194260656192,0.6617500767490252,2.9926851250747366,4.8904,4.14126988230782,0.028750164386129925,0.028676812705018474,2.043476774305542,0.15591300000000002,2.7937927116469234,0.41986383722922693,0.4166614328537363,2.9574209463189867,3.4878,4.315684845654284
data\mafaulda\normal\42.3936.csv,normal,0.7298944709633148,0.7298794358908507,2.7285730582287386,5.1645,4.180741355054458,0.4406823457669967,0.4406821993142702,3.139171928576497,4.7946,5.5241604816516325,0.19578520103314975,0.19578505515209627,3.3737431954422417,2.5986000000000002,6.902973218496074,0.5822365205657875,0.5821402921105129,3.1680566410320212,4.218999999999999,4.191767285929048,0.02835897975121056,0.028240083853155334,2.0398829276915365,0.198381,4.418706196677625,0.3808819007472115,0.3791540780277162,2.9645002877637796,3.1961,4.521874093174331
data\mafaulda\normal\43.6224.csv,normal,0.7088946996634043,0.7088521982487785,2.8096158963435447,5.638,4.86856510727458,0.47007878916586254,0.47007816326743845,3.6897649891304263,5.597799999999999,6.9620243983164665,0.2106117685409935,0.21061144553154554,3.3787354842539123,2.4097999999999997,5.870517150955385,0.6297630592346171,0.6297475284863154,3.001100451749393,4.641500000000001,4.065814852184763,0.028669276872583537,0.02855435936957021,2.1295554068951112,0.198409,4.298678341900794,0.4118829852458747,0.41181843208286223,2.9504556450614627,3.6582999999999997,5.191280232672072
data\mafaulda\normal\44.6464.csv,normal,0.7022947968959331,0.7021752667249838,2.8681058442628657,5.5888,4.756834329813987,0.5021343671714519,0.5021342051715421,3.888438685430342,5.8116,7.296055077663052,0.22788985274598061,0.22788962637065177,3.3625806260925426,3.2462999999999997,7.273250560744455,0.6466431974021807,0.6465664708917415,2.895720561692153,4.4897,3.925194001582983,0.02864600385545444,0.02853210484386103,2.0839770500465282,0.19845200000000002,4.477064242518201,0.4420997798365636,0.4419670498980687,2.8999723519034957,3.6326,4.4141618896078585
data\mafaulda\normal\45.4656.csv,normal,0.7107494978187248,0.7106048461077858,2.898155871357576,5.4677,4.634403555184308,0.5378274730786804,0.5378273578625142,3.913588447357312,5.9198,6.585755054620005,0.24185871685180607,0.2418585812549116,3.276704210695041,2.4976000000000003,5.176989342292341,0.6564438690466213,0.6564376693124004,2.851448737277077,4.5097,3.829116422806547,0.028569392959267494,0.02846121460236232,2.062851272973138,0.198778,4.199249166796124,0.4477452424794822,0.447744178558573,2.905097742240858,3.7197,4.3437647462100015
data\mafaulda\normal\46.2848.csv,normal,0.7154030850335326,0.7153353902977553,2.884583330147371,5.4369,4.449659312561988,0.5543231154518681,0.5543225349174999,3.794960885890458,5.8604,6.0489990511432135,0.25832068458167273,0.2583203497133258,3.2475344672318607,2.7004,5.364649763559252,0.6390962375992654,0.6390924679364619,2.8225677253242902,4.7378,3.7959854195567715,0.028565981295274236,0.028443008456551722,2.0708717037658118,0.20477399999999998,4.426944002033156,0.4301508536929316,0.4301287901702816,2.901345775998108,3.8735,5.182135477227383
data\mafaulda\normal\47.7184.csv,normal,0.6947081309216745,0.6946792196726312,3.139160981895813,5.8627,5.031609454260068,0.6011700530984806,0.6011699562304333,3.8066589093936662,7.1562,6.8197009784291795,0.299950730856452,0.29995046366647704,3.635209886988567,4.1047,7.240189057299865,0.6956987235784183,0.6955805684419356,2.804851490408717,4.8357,3.5248016368842894,0.029173318635117223,0.02905155546364198,2.395475419387763,0.267811,6.472695195034389,0.46629741291885524,0.4659711395028366,2.9881885868985254,4.0261,4.6496076097945895
data\mafaulda\normal\48.9472.csv,normal,0.6601691704237768,0.6601388588243916,3.2758703560659623,5.8622,5.319697066758913,0.5764241753220349,0.5764241007590782,3.7711833311040954,6.9718,6.166986312462201,0.2946888012407067,0.29468866028315194,3.734633261108,3.4911000000000003,6.545549037575703,0.6872139135249666,0.686249913295177,2.808355071119426,4.7105,3.6544661716068614,0.030506836311183772,0.030336633733899512,3.449821818897106,0.288571,6.760451894133232,0.4257467013756831,0.4228165079980771,3.0259275990750623,3.9236000000000004,4.718533327532404
data\mafaulda\normal\49.5616.csv,normal,0.6216615373226747,0.6216147068495561,3.1764228068650024,5.5973,5.34937389529852,0.48698487703020843,0.48698470606270555,3.321556899895934,5.151400000000001,5.450066572170691,0.2450790481713754,0.2450786659770037,3.3287208403821826,3.1287000000000003,6.961019361030611,0.264391069066766,0.26439105199741003,3.2592178444911983,1.9585499999999998,4.516037564214691,0.04750324580012269,0.04746874399892019,2.9124727686299,0.32964000000000004,3.7509015778549104,0.4833476265623533,0.4830947762847942,2.911551828559946,4.6787,5.237017542590028
data\mafaulda\normal\51.8144.csv,normal,0.574287719979058,0.5742660393996475,3.1967540146960043,5.3507,5.606249075910557,0.5093748268908317,0.5093747081758124,3.6735906084900214,5.4403,5.856001988990496,0.2669172251318169,0.26691681548786705,3.3977810268526434,3.1181,6.27160723159075,0.2425533364804351,0.2410148154234876,3.301023306045166,1.96849,4.579611295644406,0.044798616099758506,0.044460312846511335,3.0959768381202024,0.37095,4.364866966606305,0.44619313204508587,0.4412439607931992,3.0330027335761183,4.0861,5.124462559536916
data\mafaulda\normal\52.4288.csv,normal,0.5710292679297263,0.5710029111325301,3.1311593771410813,4.693300000000001,4.658955589403355,0.49729171688958623,0.4972914849783148,3.319295941835942,5.0972,5.484909373741124,0.2588931403439879,0.2588926777217399,3.1998427340798647,2.5745,4.986999646981115,0.19795288547384882,0.197948971503018,2.9669050753159496,1.55474,4.336587453683508,0.039267059094167986,0.03923681929106096,2.8758830815327125,0.319,4.480091038397088,0.4586837431476464,0.4566965722919039,2.8498208709007526,3.6904000000000003,4.074266915954382
data\mafaulda\normal\53.8624.csv,normal,0.6041250857601159,0.6041186080408198,3.002960723069695,5.0888,4.8436988770857905,0.4812287324747944,0.48122861762744484,3.0549697563583087,4.6302,4.904944032270844,0.25247466757918013,0.2524742422216965,3.3634202182091557,2.5628,5.132000021667313,0.20344958252408563,0.20321085739325334,3.0041707335505343,1.4718200000000001,3.859187076587539,0.04052423422467565,0.040405943607137715,2.952369886580073,0.30472,3.9988417474263285,0.43015774394179884,0.4298090590382413,2.9649379593698417,3.6881,4.393272063971877
data\mafaulda\normal\54.6816.csv,normal,0.5881771062663854,0.588166513501958,2.870235394889983,4.499499999999999,4.077513344264811,0.48463018767118443,0.48463017351016213,3.0201489521379616,5.1768,5.717555509167468,0.2542312554628837,0.2542309582800157,3.633752921761505,3.2304000000000004,7.396808845696241,0.18988509352740723,0.18950056719989164,2.9351199641726295,1.46596,4.445214649951696,0.03878225944428085,0.038615255284533676,2.8133107104663475,0.27716,3.9074567026445304,0.4851991009270439,0.48330435097199387,2.842568267629921,3.6092,3.772884154412245
data\mafaulda\normal\55.7056.csv,normal,0.5668667889848017,0.5668580676617009,2.896153815750381,4.8571,4.721391430111843,0.4748574064203807,0.47485694690924585,2.9024674122695187,4.6545000000000005,5.048041721756565,0.2534282307095806,0.2534278870710401,3.5772024402812175,2.6818999999999997,5.301698219286178,0.2052080556544939,0.20167452344029096,3.0619971719035726,1.6093,4.069966926635676,0.04065435275332239,0.0399727241005309,2.8349425344263666,0.30066,3.7230945612661603,0.5022053164700055,0.4709870788198772,2.983014032348139,4.0632,4.646705088544607
data\mafaulda\normal\56.7296.csv,normal,0.5582727812018135,0.5582665212385493,2.9049854855148376,5.9708,6.904330873899761,0.45869931241368905,0.4586991000176061,2.7741692008765044,3.8627000000000002,4.29889460525658,0.24968042420568098,0.2496799661679966,3.4211305545359565,2.9068,5.83986511579644,0.23302341064200646,0.23298958964997238,3.2910103547960747,1.69527,4.359218658612161,0.044274634680368366,0.04422092186601298,2.978684080629406,0.32556,4.190661332846715,0.5119969151507017,0.5118564008248259,2.8178190405138897,4.0642,4.386159238675066
data\mafaulda\normal\57.9584.csv,normal,0.5755094250193201,0.575507772658356,2.9511883639977583,4.8139,4.460222349039385,0.4597916402914489,0.45979130863374285,2.78634094800263,3.7143,4.221477359500288,0.25698053678600224,0.256980233653829,3.3598918505300133,2.7607,5.380563122620341,0.2609902757963442,0.2592302362905378,3.098370242563837,1.8868,3.980224919998833,0.0480263556580967,0.0476351443758219,2.957438363776204,0.35252,3.881618687434382,0.48848118311035915,0.48244670669633,3.142376042590622,4.0026,4.500070986466983
data\mafaulda\normal\58.7776.csv,normal,0.5793906481755432,0.5793873623491299,2.9858685708396036,4.9734,4.650748174862701,0.46978058847298426,0.46978043135999176,2.8296529120609164,4.4322,4.861418405850528,0.26455306374014076,0.2645522568935084,3.3572581237450168,3.1119,6.409300181171162,0.27032132412371296,0.26954528447066883,2.704435355772454,1.7401,3.882046682826753,0.04993333839421479,0.049714335698942236,2.755179032515794,0.35696,4.2496657824027775,0.5591184534642942,0.5495766942956276,3.01039437215191,4.632899999999999,4.225759291145106
data\mafaulda\normal\59.5968.csv,normal,0.5858196484338414,0.5858148945711317,3.081888212246133,5.0341000000000005,4.7714343603798195,0.4888959631394416,0.4888959020402548,2.899280469216891,4.234,4.427731384110072,0.2752961482237287,0.275295704372918,3.3404003044588104,2.9602000000000004,5.461028093397473,0.21857619316481341,0.21855601895266943,2.8933820504180923,1.3934799999999998,3.9678154653799336,0.04351718985795572,0.04347321900286531,2.8144093548374056,0.29278000000000004,3.805622563405511,0.7076268798748785,0.7075520378167921,2.8204341413337684,5.1103000000000005,4.007761830783874
data\mafaulda\normal\60.416.csv,normal,0.5948927371703008,0.5948892245166449,3.129905018141029,5.320399999999999,5.110669217362763,0.49896575213882455,0.4989656914697465,3.0101850286926752,4.909800000000001,4.926390216103363,0.28252935705294147,0.282528783765266,3.211752871315358,2.8568,5.167604579971698,0.22543170437980414,0.22541836532571133,3.1430597167086916,1.4632100000000001,4.1330477545294455,0.04435823753015661,0.04431126417114736,2.896498218286735,0.30806,3.84686157783671,0.8238916381965063,0.8238903565704716,2.448854840086828,5.3833,3.478370051097231
data\mafaulda\normal\61.44.csv,normal,0.6272901216760816,0.6272867362200515,3.1277638921113797,5.206300000000001,4.6638706691515965,0.5056180335693106,0.5056179136390028,3.0203023635717146,4.5471,4.634130596561076,0.2951595596898878,0.29515892359114865,3.241079076846405,3.1825,5.620011092240526,0.16430548060495953,0.16410047797539382,2.990792617018728,1.23342,4.8723268181025166,0.03647172486758975,0.036355785144544114,2.729983997388271,0.23898999999999998,3.546034636829705,0.6048413071724844,0.5936712787200741,2.717114794363486,4.2987,3.7588371902909326
data\mafaulda\vertical-misalignment\0.51mm\12.4928.csv,vertical-misalignment,1.428944154989676,1.428717041384267,2.9430032395379504,8.3606,4.346006089797307,0.3599443275847134,0.3599409119746654,3.007723025061989,3.22171,7.061091964828148,0.06091180302431014,0.06090355687530293,3.3199057475392086,0.56383,5.174038262449965,2.7170746842981015,2.716943031773215,2.3576867382021955,15.144300000000001,2.9148996328580763,0.06276921556795764,0.06239174764440141,6.016592087925181,0.71772,6.180418153576439,0.8813346693501254,0.8811047638794414,2.563239332556166,5.1036,3.363761920145099
